type,properties.streamorder,properties.streamID,properties.followingStreamID,properties.id,geometry.type,geometry.coordinates
Feature,3,3126,2726,3126_30,Point,-73.00006585537899;10.61077156056129
Feature,3,3126,2726,3126_31,Point,-73.00605402946813;10.615604248397126
Feature,3,3126,2726,3126_32,Point,-73.00971693137753;10.621807160934617
Feature,3,3126,2726,3126_33,Point,-73.01594501241962;10.623245093922991
Feature,3,3126,2726,3126_34,Point,-73.02182939741571;10.625483130716159
Feature,3,3126,2726,3126_35,Point,-73.02433189691995;10.632084121421327
Feature,3,3126,2726,3126_36,Point,-73.03116893050594;10.634262382239909
Feature,3,3126,2726,3126_37,Point,-73.03721582661407;10.635440215190345
Feature,3,3126,2726,3126_38,Point,-73.04450678641342;10.63592169822191
Feature,3,3126,2726,3126_39,Point,-73.05105968506318;10.63711906286953
Feature,3,3126,2726,3126_40,Point,-73.05688578954431;10.639862288917776
Feature,1,3163,2972,3163_1,Point,-73.04753649555013;10.528891769234447
Feature,1,3163,2972,3163_2,Point,-73.05162256184332;10.535441732077977
Feature,1,3163,2972,3163_3,Point,-73.05101247139304;10.542563181496403
Feature,1,3163,2972,3163_4,Point,-73.05314302384203;10.549881365565929
Feature,1,3163,2972,3163_5,Point,-73.05868020365953;10.554474097460947
Feature,1,3163,2972,3163_6,Point,-73.06080042664674;10.555097143094915
Feature,1,3190,2751,3190_1,Point,-73.06998330240216;10.503447655008731
Feature,1,3190,2751,3190_2,Point,-73.07638468111831;10.505994488953926
Feature,1,3190,2751,3190_3,Point,-73.08295446019707;10.504159014728126
Feature,1,3190,2751,3190_4,Point,-73.08989515341729;10.503511731971725
Feature,1,3191,2751,3191_1,Point,-73.02163022775163;10.494562746507956
Feature,1,3191,2751,3191_2,Point,-73.02423547723899;10.501406842281904
Feature,1,3191,2751,3191_3,Point,-73.03133189854275;10.502848753865429
Feature,1,3191,2751,3191_4,Point,-73.03848888283393;10.500652855239837
Feature,1,3191,2751,3191_5,Point,-73.04575226141823;10.498327776260066
Feature,1,3191,2751,3191_6,Point,-73.05279555420834;10.494914271544411
Feature,1,3191,2751,3191_7,Point,-73.05974901774168;10.493557462333142
Feature,1,3191,2751,3191_8,Point,-73.06736160835146;10.493817549618257
Feature,1,3191,2751,3191_9,Point,-73.0719718600387;10.497132098987372
Feature,1,3191,2751,3191_10,Point,-73.07902180054855;10.497935813007304
Feature,1,3191,2751,3191_11,Point,-73.08570111090164;10.49893264946593
Feature,1,3236,2918,3236_1,Point,-73.10228545046286;10.448771735110885
Feature,1,3237,2918,3237_1,Point,-73.09270986713966;10.446545129715728
Feature,1,3237,2918,3237_2,Point,-73.09978696847797;10.449507965247829
Feature,1,3302,2893,3302_1,Point,-73.0470294051027;10.522380313559793
Feature,1,3302,2893,3302_2,Point,-73.05264938958766;10.526030646243578
Feature,1,3302,2893,3302_3,Point,-73.05971962632428;10.528424272038805
Feature,1,3302,2893,3302_4,Point,-73.06541359232693;10.526922395612326
Feature,1,3302,2893,3302_5,Point,-73.07217080722965;10.526285711535877
Feature,1,3303,2893,3303_1,Point,-73.05426462028485;10.519351425973245
Feature,1,3303,2893,3303_2,Point,-73.0608413992402;10.523459462964988
Feature,1,3303,2893,3303_3,Point,-73.06841498082213;10.521977254673338
Feature,1,3303,2893,3303_4,Point,-73.07429905080191;10.526524558746797
Feature,2,3371;3877;3878,2276,3371_1,Point,-73.12790177907766;10.38003977240695
Feature,2,3371,2276,3371_2,Point,-73.13449164335896;10.384236459546681
Feature,2,3371,2276,3371_3,Point,-73.14127601011705;10.387981176162489
Feature,2,3371,2276,3371_4,Point,-73.14847553673835;10.38746356791182
Feature,2,3371,2276,3371_5,Point,-73.15514189554597;10.390412587266857
Feature,1,3393,2820,3393_1,Point,-73.0712978198053;10.51240472617024
Feature,1,3393,2820,3393_2,Point,-73.07751170263525;10.511990471758605
Feature,1,3550,2781,3550_1,Point,-73.10730901431594;10.357771715951971
Feature,1,3550,2781,3550_2,Point,-73.11487164143571;10.358639645466132
Feature,1,3550,2781,3550_3,Point,-73.12188558074844;10.35474214626952
Feature,1,3550,2781,3550_4,Point,-73.13002881695394;10.352842257233329
Feature,1,3550,2781,3550_5,Point,-73.1368288958221;10.352700892617376
Feature,1,3723,2820,3723_1,Point,-73.05005389779869;10.506218469641995
Feature,1,3723,2820,3723_2,Point,-73.0575770191745;10.50599341866415
Feature,1,3723,2820,3723_3,Point,-73.06477487271121;10.503777525970293
Feature,1,3793,2915,3793_1,Point,-73.11514805617607;10.31397480238758
Feature,1,3793,2915,3793_2,Point,-73.12235401805466;10.314941953545762
Feature,1,3793,2915,3793_3,Point,-73.13015812610473;10.316556434403113
Feature,1,3793,2915,3793_4,Point,-73.13612553891055;10.321625736134232
Feature,1,3793,2915,3793_5,Point,-73.143346588277;10.324495404306752
Feature,1,3793,2915,3793_6,Point,-73.14951913182294;10.321586282985136
Feature,1,3810,3371,3810_1,Point,-73.07938736475431;10.37017127782502
Feature,1,3810,3371,3810_2,Point,-73.08711881354841;10.372838882441176
Feature,1,3810,3371,3810_3,Point,-73.09483294082376;10.374280667184935
Feature,1,3810,3371,3810_4,Point,-73.10215504066632;10.377524887600755
Feature,1,3810,3371,3810_5,Point,-73.11019904671902;10.378218516324552
Feature,1,3810,3371,3810_6,Point,-73.11769239061228;10.381064855046606
Feature,1,3810,3371,3810_7,Point,-73.12529128603745;10.381156100140482
Feature,1,3810,3371,3810_8,Point,-73.13163074363497;10.38250224924916
Feature,1,3830,2971,3830_1,Point,-73.01985406865128;10.529623835231929
Feature,1,3830,2971,3830_2,Point,-73.0204481798459;10.536719403340566
Feature,1,3830,2971,3830_3,Point,-73.01703062802834;10.542712992736762
Feature,1,3830,2971,3830_4,Point,-73.01905756863111;10.548383620511421
Feature,1,3830,2971,3830_5,Point,-73.02208352660182;10.55241658014711
Feature,1,3837,2972,3837_1,Point,-73.03456872192861;10.528359601350742
Feature,1,3837,2972,3837_2,Point,-73.03912539667064;10.535017699161882
Feature,1,3837,2972,3837_3,Point,-73.03943203045039;10.53932729869554
Feature,3,3873;7416;7419,2276,3873_1,Point,-72.9181982558249;10.391402841595953
Feature,3,3873,2276,3873_2,Point,-72.92520790358448;10.394339657585807
Feature,3,3873,2276,3873_3,Point,-72.93217873576779;10.396782352620697
Feature,3,3873,2276,3873_4,Point,-72.93984278974824;10.399465137054815
Feature,3,3873,2276,3873_5,Point,-72.94765967043489;10.397468008985529
Feature,3,3873,2276,3873_6,Point,-72.95424718058004;10.396856787039509
Feature,3,3873,2276,3873_7,Point,-72.9621106969591;10.394649961797642
Feature,3,3873,2276,3873_8,Point,-72.96885501617695;10.391637271624187
Feature,3,3873,2276,3873_9,Point,-72.97631091771592;10.388339956180216
Feature,3,3873,2276,3873_10,Point,-72.98388506143245;10.386760608186185
Feature,3,3873,2276,3873_11,Point,-72.99116001693476;10.385269585629828
Feature,3,3873,2276,3873_12,Point,-72.9989134262132;10.387103386616152
Feature,3,3873,2276,3873_13,Point,-73.00574238704314;10.389247396440965
Feature,3,3873,2276,3873_14,Point,-73.01162670081642;10.393532362790525
Feature,3,3873,2276,3873_15,Point,-73.01901472924432;10.392402984190335
Feature,3,3873,2276,3873_16,Point,-73.02670534422285;10.39069765242207
Feature,3,3873,2276,3873_17,Point,-73.03376502132477;10.387567715546815
Feature,3,3873,2276,3873_18,Point,-73.03821904504852;10.38350265156899
Feature,3,3873,2276,3873_19,Point,-73.04465674610614;10.381588460364933
Feature,3,3873,2276,3873_20,Point,-73.05147629883514;10.382398560183121
Feature,3,3873,2276,3873_21,Point,-73.05664124190977;10.387028732727039
Feature,3,3873,2276,3873_22,Point,-73.0635785483946;10.387979125831613
Feature,3,3873,2276,3873_23,Point,-73.07148563263578;10.38983015839907
Feature,3,3873,2276,3873_24,Point,-73.07837391057693;10.392764158916927
Feature,3,3873,2276,3873_25,Point,-73.08614110587814;10.39112629342853
Feature,3,3873,2276,3873_26,Point,-73.09351352574987;10.391046589765553
Feature,3,3873,2276,3873_27,Point,-73.09984095077468;10.396031690906623
Feature,3,3873,2276,3873_28,Point,-73.10756327017741;10.396101634620162
Feature,3,3873,2276,3873_29,Point,-73.11438789788326;10.39290210090283
Feature,3,3873,2276,3873_30,Point,-73.12007440943792;10.392740126490361
Feature,3,3873,2276,3873_31,Point,-73.12660614201863;10.396575067112575
Feature,3,3873,2276,3873_32,Point,-73.13098726461818;10.398589400414785
Feature,1,3877,3371,3877_1,Point,-73.1133105897796;10.377061644699653
Feature,1,3877,3371,3877_2,Point,-73.1207832734186;10.379546198620739
Feature,1,3878,3371,3878_1,Point,-73.08489164124268;10.365865111525487
Feature,1,3878,3371,3878_2,Point,-73.09281095239105;10.366544964710656
Feature,1,3878,3371,3878_3,Point,-73.10065927959441;10.368387256515348
Feature,1,3878,3371,3878_4,Point,-73.10882827077941;10.369984292244304
Feature,1,3878,3371,3878_5,Point,-73.11650952175279;10.37201815124707
Feature,1,3878,3371,3878_6,Point,-73.1236435074213;10.373773290937997
Feature,1,4033,3873,4033_1,Point,-73.11972606496688;10.38830859453839
Feature,1,4033,3873,4033_2,Point,-73.12444387047422;10.393381114487726
Feature,1,4033,3873,4033_3,Point,-73.12425845459666;10.393849401169312
Feature,2,4202;4244;4245,3873,4202_1,Point,-73.11075097419018;10.392775735220754
Feature,2,4202,3873,4202_2,Point,-73.11413365622562;10.39207246507525
Feature,1,4244,4202,4244_1,Point,-73.09735195141967;10.38889986211926
Feature,1,4244,4202,4244_2,Point,-73.10422413799071;10.392693307693511
Feature,1,4245,4202,4245_1,Point,-73.09866464245621;10.383212649954885
Feature,1,4245,4202,4245_2,Point,-73.10447731597323;10.388347038862896
Feature,1,4245,4202,4245_3,Point,-73.1107510090715;10.392769931831895
Feature,2,4252;4523;4532,2276,4252_1,Point,-73.09384532938259;10.410031812215836
Feature,2,4252,2276,4252_2,Point,-73.10088641297595;10.41284926757522
Feature,2,4252,2276,4252_3,Point,-73.10450795146079;10.413530193611125
Feature,1,4266,2971,4266_1,Point,-73.00296120508101;10.528704245273815
Feature,1,4266,2971,4266_2,Point,-73.00786753781199;10.532791016535732
Feature,1,4266,2971,4266_3,Point,-73.00920566137893;10.537782705369477
Feature,2,4299;4976;4980,4061,4299_1,Point,-73.10587650064082;10.292044375227583
Feature,2,4299,4061,4299_2,Point,-73.1093406511201;10.287092751123357
Feature,2,4299,4061,4299_3,Point,-73.11451230914992;10.281884641387299
Feature,2,4299,4061,4299_4,Point,-73.11895673993205;10.276780694341674
Feature,2,4299,4061,4299_5,Point,-73.1243118234496;10.274808935224593
Feature,2,4299,4061,4299_6,Point,-73.13194618115872;10.273212106986865
Feature,2,4299,4061,4299_7,Point,-73.1355118458651;10.268248814080327
Feature,2,4299,4061,4299_8,Point,-73.1406013606385;10.263266164482271
Feature,2,4299,4061,4299_9,Point,-73.1457527737799;10.258194611202455
Feature,2,4299,4061,4299_10,Point,-73.15085609039521;10.252823167851725
Feature,2,4299,4061,4299_11,Point,-73.15515457569039;10.247128942691225
Feature,2,4299,4061,4299_12,Point,-73.15796644284445;10.250251805052505
Feature,2,4299,4061,4299_13,Point,-73.15860289963116;10.250674108019174
Feature,1,4352,2347,4352_1,Point,-73.10787547973717;10.339424379486383
Feature,1,4352,2347,4352_2,Point,-73.11486647382381;10.337615961692507
Feature,1,4353,2347,4353_1,Point,-73.11660791373245;10.329441365135702
Feature,2,4472;4771;4772,3873,4472_1,Point,-73.0763796944469;10.399170289926422
Feature,2,4472,3873,4472_2,Point,-73.08290983728136;10.3957743716814
Feature,2,4472,3873,4472_3,Point,-73.08900721235861;10.392030671507193
Feature,2,4472,3873,4472_4,Point,-73.09504688026246;10.392592441219092
Feature,2,4484;6325;6327,2276,4484_1,Point,-73.00694520514172;10.405525441524226
Feature,2,4484,2276,4484_2,Point,-73.01266485290809;10.407984538622408
Feature,2,4484,2276,4484_3,Point,-73.01802309343257;10.411740874056642
Feature,2,4484,2276,4484_4,Point,-73.02560468762461;10.410818634362954
Feature,2,4484,2276,4484_5,Point,-73.03274134613821;10.407279060007335
Feature,2,4484,2276,4484_6,Point,-73.03826760725808;10.404977242835287
Feature,2,4484,2276,4484_7,Point,-73.04388607767889;10.408826559621154
Feature,2,4484,2276,4484_8,Point,-73.05025769785723;10.41328363486975
Feature,2,4484,2276,4484_9,Point,-73.05685384553242;10.415865891500687
Feature,2,4484,2276,4484_10,Point,-73.0641862445369;10.417115069874239
Feature,2,4484,2276,4484_11,Point,-73.06975208287562;10.422679259367161
Feature,2,4484,2276,4484_12,Point,-73.07737073912152;10.424215805819731
Feature,2,4484,2276,4484_13,Point,-73.08398953630349;10.426439917698445
Feature,2,4484,2276,4484_14,Point,-73.08406535286247;10.426515882698286
Feature,1,4523,4252,4523_1,Point,-73.0906681593374;10.40693941018612
Feature,1,4523,4252,4523_2,Point,-73.09380300680179;10.408725367967216
Feature,1,4532,4252,4532_1,Point,-73.06507047651488;10.411847906053874
Feature,1,4532,4252,4532_2,Point,-73.07275585502866;10.41343098582892
Feature,1,4532,4252,4532_3,Point,-73.08015646455722;10.413356833751184
Feature,1,4532,4252,4532_4,Point,-73.08818229701596;10.413794684927693
Feature,2,4563;4815;4816,3873,4563_1,Point,-73.07137522310333;10.381422723514717
Feature,2,4563,3873,4563_2,Point,-73.076761563002;10.385613238100131
Feature,2,4563,3873,4563_3,Point,-73.08407955371939;10.388333004483485
Feature,2,4563,3873,4563_4,Point,-73.09120805660517;10.389200747624578
Feature,2,4563,3873,4563_5,Point,-73.09159318473183;10.389950413343442
Feature,1,4607,2276,4607_1,Point,-73.06668381358686;10.431563757403147
Feature,1,4607,2276,4607_2,Point,-73.07270563447048;10.432413689824754
Feature,1,4620,4563,4620_1,Point,-73.05514850987643;10.362522744308405
Feature,1,4620,4563,4620_2,Point,-73.06254174971332;10.36536961780086
Feature,1,4620,4563,4620_3,Point,-73.06931724477563;10.369992751982345
Feature,1,4620,4563,4620_4,Point,-73.07519455146291;10.375700770831235
Feature,1,4620,4563,4620_5,Point,-73.08104360048775;10.381653022775764
Feature,1,4620,4563,4620_6,Point,-73.08617719421737;10.38734280121229
Feature,1,4620,4563,4620_7,Point,-73.0866770416678;10.387570828800259
Feature,1,4672,2971,4672_1,Point,-73.01041716939885;10.519802399746016
Feature,1,4672,2971,4672_2,Point,-73.00857996922763;10.52141791069788
Feature,2,4726;5806;5807,2276,4726_1,Point,-73.02205060144988;10.428217258679723
Feature,2,4726,2276,4726_2,Point,-73.02846244203214;10.424554037313962
Feature,2,4726,2276,4726_3,Point,-73.03531774271484;10.426597618655599
Feature,2,4726,2276,4726_4,Point,-73.04168258632956;10.43023640408398
Feature,2,4726,2276,4726_5,Point,-73.04846044647616;10.43031002699189
Feature,2,4726,2276,4726_6,Point,-73.05497033464466;10.43113109865751
Feature,2,4726,2276,4726_7,Point,-73.06110316715284;10.434702898742955
Feature,2,4726,2276,4726_8,Point,-73.06637413303595;10.43734715690111
Feature,1,4771,4472,4771_1,Point,-73.05667270412499;10.39661075292592
Feature,1,4771,4472,4771_2,Point,-73.06478413738618;10.396943832936751
Feature,1,4771,4472,4771_3,Point,-73.07149003614708;10.398688929251835
Feature,1,4772,4472,4772_1,Point,-73.0737992754052;10.403041795963476
Feature,2,4779;5345;5346,2253,4779_1,Point,-73.091665921182;10.317543204480664
Feature,2,4779,2253,4779_2,Point,-73.08881948257977;10.323653195243148
Feature,2,4779,2253,4779_3,Point,-73.08816897272767;10.331408364340762
Feature,2,4779,2253,4779_4,Point,-73.08757544762354;10.33825931513083
Feature,2,4779,2253,4779_5,Point,-73.0927780935099;10.342483971500858
Feature,2,4779,2253,4779_6,Point,-73.09532288941949;10.346943768632883
Feature,1,4795,4726,4795_1,Point,-73.04118238889583;10.420742003517056
Feature,1,4795,4726,4795_2,Point,-73.04744055921532;10.423012012363746
Feature,1,4795,4726,4795_3,Point,-73.05363792268194;10.426130402782547
Feature,1,4795,4726,4795_4,Point,-73.05891858880763;10.430612737951362
Feature,1,4795,4726,4795_5,Point,-73.0640634582415;10.435344474358894
Feature,1,4795,4726,4795_6,Point,-73.06491809055065;10.43652478514193
Feature,1,4815,4563,4815_1,Point,-73.05117253182404;10.370634176413501
Feature,1,4815,4563,4815_2,Point,-73.05542433531969;10.376441771563778
Feature,1,4815,4563,4815_3,Point,-73.06195015988156;10.38064280354453
Feature,1,4815,4563,4815_4,Point,-73.06993720046572;10.381594871882386
Feature,1,4816,4563,4816_1,Point,-73.06109386881742;10.375575518388693
Feature,1,4816,4563,4816_2,Point,-73.0681407632983;10.378908905758623
Feature,3,4917;5788;5789,2276,4917_1,Point,-73.02575165390952;10.435019602894373
Feature,3,4917,2276,4917_2,Point,-73.0322663858345;10.432154200600133
Feature,3,4917,2276,4917_3,Point,-73.03898329226756;10.435001207521454
Feature,3,4917,2276,4917_4,Point,-73.04572843249073;10.438529848080982
Feature,3,4917,2276,4917_5,Point,-73.05091251680875;10.442676820477365
Feature,3,4917,2276,4917_6,Point,-73.05889415832453;10.442273481181678
Feature,3,4918;5120;5121,2276,4918_1,Point,-73.0499326342309;10.452614176295162
Feature,3,4918,2276,4918_2,Point,-73.05598863361318;10.448016625331155
Feature,1,4929,4779,4929_1,Point,-73.09975438002229;10.32355711114755
Feature,1,4929,4779,4929_2,Point,-73.09827544886392;10.330485855788634
Feature,1,4929,4779,4929_3,Point,-73.09165773952274;10.334894189487416
Feature,1,4929,4779,4929_4,Point,-73.08799059295059;10.336595127550444
Feature,1,4933,4918,4933_1,Point,-73.06020769716642;10.445083695977216
Feature,1,4933,4918,4933_2,Point,-73.05930292149382;10.44372227829492
Feature,1,4976,4299,4976_1,Point,-73.10565509838051;10.29855170228919
Feature,1,4980,4299,4980_1,Point,-73.1016539704322;10.295997122793263
Feature,1,4987,2971,4987_1,Point,-72.98834738368798;10.500319536947785
Feature,1,4987,2971,4987_2,Point,-72.99407511477587;10.504243632818975
Feature,1,4987,2971,4987_3,Point,-73.00096706757022;10.505593112190862
Feature,1,4987,2971,4987_4,Point,-73.00150081893989;10.512526592937167
Feature,1,4987,2971,4987_5,Point,-73.0003194111274;10.513411481953703
Feature,2,5120;5137;5138,4918,5120_1,Point,-73.04134341684777;10.453375085996132
Feature,2,5120,4918,5120_2,Point,-73.04961762035836;10.452702644029333
Feature,2,5121;5174;5175,4918,5121_1,Point,-73.04428170141506;10.46541547458332
Feature,2,5121,4918,5121_2,Point,-73.04629200210675;10.458239676275964
Feature,1,5122,5120,5122_1,Point,-73.03168301827503;10.464705129519977
Feature,1,5122,5120,5122_2,Point,-73.03755520664755;10.461487197006676
Feature,1,5122,5120,5122_3,Point,-73.04333705660491;10.457997398920375
Feature,1,5122,5120,5122_4,Point,-73.04755999351408;10.452328479007711
Feature,1,5123,3873,5123_1,Point,-73.04575214885554;10.390759147828552
Feature,1,5123,3873,5123_2,Point,-73.05221056717639;10.387815416758526
Feature,1,5123,3873,5123_3,Point,-73.05700472604948;10.387211723343253
Feature,1,5137,5120,5137_1,Point,-73.0369515247045;10.45470398210608
Feature,1,5138,5120,5138_1,Point,-73.04070417418657;10.453371159371143
Feature,1,5161,4779,5161_1,Point,-73.07214948050193;10.31444422394059
Feature,1,5161,4779,5161_2,Point,-73.07840899126089;10.319814889813221
Feature,1,5161,4779,5161_3,Point,-73.08654685662772;10.320233976556993
Feature,1,5161,4779,5161_4,Point,-73.08844588897239;10.321682402031692
Feature,1,5174,5121,5174_1,Point,-73.01774567163325;10.473477156340538
Feature,1,5174,5121,5174_2,Point,-73.02375068265542;10.477056238345245
Feature,1,5174,5121,5174_3,Point,-73.02807843484338;10.471484061833388
Feature,1,5174,5121,5174_4,Point,-73.03494313171133;10.469096120743396
Feature,1,5174,5121,5174_5,Point,-73.04187483759111;10.46664179741445
Feature,1,5175,5121,5175_1,Point,-73.04071882740196;10.480127707340104
Feature,1,5175,5121,5175_2,Point,-73.04361794469526;10.474118993049258
Feature,1,5175,5121,5175_3,Point,-73.04399769355203;10.467014874200267
Feature,2,5199;5389;5391,2253,5199_1,Point,-73.06945516356923;10.337117425473792
Feature,2,5199,2253,5199_2,Point,-73.06999692336004;10.344572267091511
Feature,2,5199,2253,5199_3,Point,-73.07212871385846;10.347800112036447
Feature,1,5256,4779,5256_1,Point,-73.08275734616932;10.311343488242183
Feature,1,5256,4779,5256_2,Point,-73.08790318885464;10.317249757420571
Feature,1,5256,4779,5256_3,Point,-73.08854645261074;10.320146255913228
Feature,1,5308,2820,5308_1,Point,-73.01143232993233;10.489617924454562
Feature,1,5308,2820,5308_2,Point,-73.01040633227798;10.492955999401135
Feature,2,5320;6337;6338,2253,5320_1,Point,-73.04768503555526;10.314478078977505
Feature,2,5320,2253,5320_2,Point,-73.05060451036691;10.321133500703851
Feature,2,5320,2253,5320_3,Point,-73.05426598269264;10.327946577577563
Feature,2,5320,2253,5320_4,Point,-73.05741738719617;10.33505726125704
Feature,2,5320,2253,5320_5,Point,-73.06203959514265;10.340780608528624
Feature,2,5320,2253,5320_6,Point,-73.0655623925783;10.34667599119643
Feature,1,5345,4779,5345_1,Point,-73.09471308472922;10.311775795327657
Feature,1,5346,4779,5346_1,Point,-73.08995279208949;10.314007606620423
Feature,2,5364;5994;5997,3873,5364_1,Point,-73.02906328749768;10.358386623655358
Feature,2,5364,3873,5364_2,Point,-73.03663965243443;10.358577137443572
Feature,2,5364,3873,5364_3,Point,-73.04093139437884;10.363849503069224
Feature,2,5364,3873,5364_4,Point,-73.04279350057136;10.370854434076591
Feature,2,5364,3873,5364_5,Point,-73.0446427738597;10.378275283699638
Feature,2,5364,3873,5364_6,Point,-73.04517033695105;10.381535407726947
Feature,1,5371,5199,5371_1,Point,-73.07164663244997;10.337040147250521
Feature,1,5371,5199,5371_2,Point,-73.06962835349661;10.338655186818865
Feature,1,5389,5199,5389_1,Point,-73.07086475145643;10.330526984261414
Feature,1,5391,5199,5391_1,Point,-73.06263851029216;10.317279970377728
Feature,1,5391,5199,5391_2,Point,-73.06286429736905;10.325135014754272
Feature,1,5391,5199,5391_3,Point,-73.0654677848179;10.332306187284512
Feature,3,5406;7380;7381,5117,5406_1,Point,-72.85976993471047;10.417862343895893
Feature,3,5406,5117,5406_2,Point,-72.85259979367851;10.41552811986225
Feature,3,5406,5117,5406_3,Point,-72.84472848938067;10.414781127610219
Feature,3,5406,5117,5406_4,Point,-72.83787224797526;10.412020985204736
Feature,3,5406,5117,5406_5,Point,-72.830405432437;10.41314305837432
Feature,3,5406,5117,5406_6,Point,-72.82263346149058;10.414267623114194
Feature,3,5406,5117,5406_7,Point,-72.81558286503922;10.414038812426833
Feature,3,5406,5117,5406_8,Point,-72.80937268171671;10.417073147925958
Feature,3,5406,5117,5406_9,Point,-72.80440043740856;10.422466117687383
Feature,3,5406,5117,5406_10,Point,-72.7990811605425;10.427213173135454
Feature,3,5406,5117,5406_11,Point,-72.79839852114657;10.433192217067232
Feature,3,5406,5117,5406_12,Point,-72.79665770179429;10.439718378205383
Feature,3,5406,5117,5406_13,Point,-72.78976174602776;10.44151783098139
Feature,3,5406,5117,5406_14,Point,-72.7841483410204;10.444443313436585
Feature,3,5406,5117,5406_15,Point,-72.78128963190663;10.450231241672624
Feature,3,5406,5117,5406_16,Point,-72.7750430845537;10.452622596927519
Feature,3,5406,5117,5406_17,Point,-72.76843012093182;10.454878162125093
Feature,3,5406,5117,5406_18,Point,-72.76278569014718;10.4593212042452
Feature,3,5406,5117,5406_19,Point,-72.75925763197476;10.46518105313365
Feature,3,5406,5117,5406_20,Point,-72.75267238831051;10.468930253395548
Feature,3,5406,5117,5406_21,Point,-72.74803010320827;10.474266600866285
Feature,3,5406,5117,5406_22,Point,-72.74687504274777;10.481480779620515
Feature,3,5406,5117,5406_23,Point,-72.7429525092781;10.487169584863349
Feature,3,5406,5117,5406_24,Point,-72.74024668215881;10.494228785878352
Feature,3,5406,5117,5406_25,Point,-72.7349108190353;10.500509288589647
Feature,3,5406,5117,5406_26,Point,-72.73372318889719;10.50660107517188
Feature,3,5406,5117,5406_27,Point,-72.73130031994171;10.514091140990807
Feature,3,5406,5117,5406_28,Point,-72.73076492359799;10.521928780890297
Feature,3,5406,5117,5406_29,Point,-72.72351961485622;10.524469333068932
Feature,3,5406,5117,5406_30,Point,-72.71863536178523;10.530831369465112
Feature,3,5406,5117,5406_31,Point,-72.71342898232305;10.536177934226973
Feature,3,5406,5117,5406_32,Point,-72.71208484709832;10.537129845356047
Feature,1,5424,5320,5424_1,Point,-73.0446266503016;10.336696586932794
Feature,1,5424,5320,5424_2,Point,-73.05177334484299;10.337522573465675
Feature,1,5424,5320,5424_3,Point,-73.0591879550757;10.340129201293285
Feature,1,5424,5320,5424_4,Point,-73.06293991331141;10.342592446096567
Feature,1,5427,5364,5427_1,Point,-73.03489244304241;10.375235500159599
Feature,1,5427,5364,5427_2,Point,-73.04158217737799;10.3779389499895
Feature,1,5427,5364,5427_3,Point,-73.04463264873915;10.379905039908326
Feature,1,5430,4726,5430_1,Point,-73.02849989196993;10.419127405082024
Feature,1,5430,4726,5430_2,Point,-73.03431678815247;10.423458319452262
Feature,1,5430,4726,5430_3,Point,-73.03448439392284;10.425853336456944
Feature,1,5468,4484,5468_1,Point,-73.03190100427281;10.400979298814436
Feature,1,5468,4484,5468_2,Point,-73.03653946027009;10.403900346787953
Feature,1,5471,3873,5471_1,Point,-73.01237468396734;10.369944580511763
Feature,1,5471,3873,5471_2,Point,-73.02022161117247;10.37069653899221
Feature,1,5471,3873,5471_3,Point,-73.02339210877881;10.376792011009982
Feature,1,5471,3873,5471_4,Point,-73.0289032639296;10.38116475970131
Feature,1,5471,3873,5471_5,Point,-73.03583435458152;10.383195900373103
Feature,1,5471,3873,5471_6,Point,-73.03868525448776;10.381947820974858
Feature,1,5477,4917,5477_1,Point,-73.02788451177224;10.444343248001722
Feature,1,5477,4917,5477_2,Point,-73.03230639770614;10.43822381647274
Feature,1,5477,4917,5477_3,Point,-73.03762424156457;10.434821576596983
Feature,1,5499,3873,5499_1,Point,-73.02852555583262;10.385953281686337
Feature,1,5499,3873,5499_2,Point,-73.03614046510741;10.384011316023756
Feature,1,5499,3873,5499_3,Point,-73.03821861225246;10.383572056677355
Feature,3,5541;7838;7840,2253,5541_1,Point,-72.92582303350221;10.300883441051965
Feature,3,5541,2253,5541_2,Point,-72.93037184744898;10.307175335722553
Feature,3,5541,2253,5541_3,Point,-72.93487214997586;10.313054462838528
Feature,3,5541,2253,5541_4,Point,-72.93903135925038;10.318974361447498
Feature,3,5541,2253,5541_5,Point,-72.94418880518207;10.325129158505229
Feature,3,5541,2253,5541_6,Point,-72.9508243827582;10.329874344076163
Feature,3,5541,2253,5541_7,Point,-72.9549889775682;10.336047299518253
Feature,3,5541,2253,5541_8,Point,-72.95816104895275;10.342600119310562
Feature,3,5541,2253,5541_9,Point,-72.96496260703053;10.346144750386946
Feature,3,5541,2253,5541_10,Point,-72.9724901625075;10.347820931683552
Feature,3,5541,2253,5541_11,Point,-72.98028391289434;10.347065670410025
Feature,3,5541,2253,5541_12,Point,-72.9877698534882;10.345566601703016
Feature,3,5541,2253,5541_13,Point,-72.99551978517069;10.34389748400868
Feature,3,5541,2253,5541_14,Point,-73.00328219402272;10.34268020246478
Feature,3,5541,2253,5541_15,Point,-73.01061218136154;10.340496380841953
Feature,3,5541,2253,5541_16,Point,-73.018422216143;10.342201459985946
Feature,3,5541,2253,5541_17,Point,-73.0258648074564;10.343904091312268
Feature,3,5541,2253,5541_18,Point,-73.03185012766663;10.347737245983268
Feature,3,5541,2253,5541_19,Point,-73.03937916102689;10.346989353907942
Feature,3,5541,2253,5541_20,Point,-73.04590283662014;10.349901895732794
Feature,3,5542,2253,5542_1,Point,-72.96945527435447;10.286155492433798
